penulis,id_user,waktu,isi_tweet,label
TIFFhs,@TIFFhs,Mon Jun 17 12:07:12 +0000 2024,@AZHAIhs Temenku blg cowoku chat gpt ?,0
lookcario,@lookcario,Mon Jun 17 12:06:08 +0000 2024,@nastar44 kalo kata chat gpt sih itu paru wkwkwk,0
ahmadirfaan_,@ahmadirfaan_,Mon Jun 17 11:55:52 +0000 2024,baru tau chatgpt bisa ngasih format latex juga https://t.co/7tnFgN9Dwo,1
KipngetichManu3,@KipngetichManu3,Mon Jun 17 11:53:39 +0000 2024,Utapata William alimtumia hata Chat GPT kuunda finance bill ju hakuna mtu normal anafikiria kutax mpaka ile kitu ya kunyoa makwapa.,0
kucynglucu,@kucynglucu,Mon Jun 17 11:52:08 +0000 2024,@basecybs Chat gpt AWOKAWOK,0
tosaturnus,@tosaturnus,Mon Jun 17 11:50:36 +0000 2024,@suzakuew coba pake yang lain selain chatgpt aku kadang pake ini https://t.co/VaE9bZN2U0,-1
bigveinsenergy,@bigveinsenergy,Mon Jun 17 11:46:45 +0000 2024,@ezash @JobStreetcom Chat GPT bisa nggak?,0
eenyageraldinee,@eenyageraldinee,Mon Jun 17 11:43:16 +0000 2024,ke chatgpt dlu baru ke psikolog,1
yasfdany,@yasfdany,Mon Jun 17 11:43:07 +0000 2024,Joko Anwar's nightmare and daydream eps. 3 ini kayanya terserang hantu ChatGPT deh ,-1
sunnieanne_,@sunnieanne_,Mon Jun 17 11:42:14 +0000 2024,bre beli chatgpt prem sehari yg prem bre dan yg bisa qris #zonauang,1
revefatalle,@revefatalle,Mon Jun 17 11:20:55 +0000 2024,@dikaual Tau aja aku pake chatgpt.,1
dpretty,@dpretty,Mon Jun 17 11:20:23 +0000 2024,chatgpt ternyata bisa perhatian banget??????,0
kentutdiemdiem,@kentutdiemdiem,Mon Jun 17 11:19:42 +0000 2024,Pake chatgpt gapapa dah paling gk lu show kalo lu mau kontribusi,1
Liliputtttt_,@Liliputtttt_,Mon Jun 17 11:16:51 +0000 2024,Chatgpt aku setelah berjam jam limit. WKWKWK,-1
ManutSATANG,@ManutSATANG,Mon Jun 17 11:16:03 +0000 2024,@ManutGEMINI Iyaaa ganteng ganteng pol. Bener kata ohmtektek tanya chatgpt aja.,1
al___v___an,@al___v___an,Mon Jun 17 11:14:13 +0000 2024,@ilhampurnama887 Tolol statement anda tanya chatGPT aja sana apa manfaatnya sebelum yang lain jelsain,-1
czarinekalid,@czarinekalid,Mon Jun 17 11:12:06 +0000 2024,Siapapun yg butuh chatgpt 4 gue ada 1 akun gk kepakek. Dm aja buat nego harga. Under 20k,0
avianprimantifa,@avianprimantifa,Mon Jun 17 10:59:11 +0000 2024, Ayah kok Florence sama Sergeant Cooper ngomong 10-4 kalo abis ada telepon? Terima kasih ChatGPT. https://t.co/jzZV6Qts4i,1
Syarof19,@Syarof19,Mon Jun 17 10:58:34 +0000 2024,@kaelakovalskia Semangat Kalo bosen ajak ngobrol chat gpt aja la,1
antaresndra,@antaresndra,Mon Jun 17 10:57:03 +0000 2024,Niyaku mau pacaran sama chatgpt katanya.,0
SubchanSulton,@SubchanSulton,Mon Jun 17 09:52:30 +0000 2024,@txtdrimedia ish teksnya dari chat gpt lagi wkwk,-1
Harriet_divine,@Harriet_divine,Mon Jun 17 09:50:49 +0000 2024,Kufungua pia chat gpt ni problem? ... Kulikuwa na space ya hanifa ya kubreak down finance bill hawangejoin?,0
Harriet_divine,@Harriet_divine,Mon Jun 17 09:49:41 +0000 2024,@Just_Wanjiru Chat gpt ni ya nini?,0
letmetryy,@letmetryy,Mon Jun 17 09:48:55 +0000 2024,@panpanlangs @Outstandjing Jangan pake chat gpt dia aja grammar banyak salah soal anak SMP aja salah banyak kagak mudeng2 dia,-1
chikbeforedick,@chikbeforedick,Mon Jun 17 09:33:56 +0000 2024,drop yg jual chatgpt 4 dong,1
dneknv,@dneknv,Mon Jun 17 09:30:33 +0000 2024,Apple tau cara membuat AI lebih fun dan meaningful lewat integrasi ChatGPT dan Apple OS. Ditambah lgi hampir semua orang skarang punya iPhone yg tentuny Microsoft msih blm bisa bersaing di ranah tsb.,1
BlacKosgei,@BlacKosgei,Mon Jun 17 09:27:47 +0000 2024,@aim_UTD Shetani asikudanganye uchukue chat gpt copy paste account itaenda,0
ibrhmtmz1907,@ibrhmtmz1907,Mon Jun 17 09:20:57 +0000 2024,Chat gpt deneyelim dersek https://t.co/IdK5K2fq2f,0
calceifer,@calceifer,Mon Jun 17 09:20:02 +0000 2024,wtb chat gpt 3 hari #zonauang,0
DocAndersen,@DocAndersen,Mon Jun 17 09:10:19 +0000 2024,OpenAI Releasing AI Assistant #ai #chatgpt #technology https://t.co/iTV2E7MBw1 via @YouTube,0
pamgemi,@pamgemi,Mon Jun 17 09:10:04 +0000 2024,sp jual chatgpt sini butuh urgent #zonauang,1
addeletee,@addeletee,Mon Jun 17 09:06:41 +0000 2024,bab decision making itu aneh bgtcuk bolak balik chatgpt jelaskan untuk anak 10 tahun:,1
sunsilence_,@sunsilence_,Mon Jun 17 09:06:37 +0000 2024,@anotherjeyyy Pake chatgpt aja,1
ffalahad,@ffalahad,Mon Jun 17 09:05:18 +0000 2024,chatgpt berbentuk ini ya? ;),0
PaidByRiwoo,@PaidByRiwoo,Mon Jun 17 08:54:23 +0000 2024,@PaidByMinghao Cek chatgpt aja bang,1
BypassAI,@BypassAI,Mon Jun 17 08:39:31 +0000 2024,How Good Is BypassAI? Originality AI Test: ChatGPT text: 100% AIBypassAI text: 3% AI https://t.co/7A2qK951sT,0
atharisjad,@atharisjad,Mon Jun 17 08:22:28 +0000 2024,Ternyata ChatGPT bukanlah ChatGPT.,0
dillalafyu,@dillalafyu,Mon Jun 17 08:03:10 +0000 2024,@ficber chatgpt kak maksudnya hehehe,0
PlayHardFunHard,@PlayHardFunHard,Mon Jun 17 08:02:25 +0000 2024,@txtdrimedia bikinnya pake chatgpt bukan? kok tau2 nongol aja kagak ada berita2 developingnya dari bulan2 atw tahun2 lalu... ,0
tamsqy,@tamsqy,Mon Jun 17 07:59:40 +0000 2024,baru ini curhat sama AI responnya lebih rasional tanpa berat sebelah thanks chatgpt,1
wsme_dev,@wsme_dev,Mon Jun 17 07:59:00 +0000 2024,Bagaimana cara kerja AI detector? Padahal angka dibawah ini adalah 100% tulis sendiri tapi terdeteksi 83% https://t.co/R3o9Xqq3yw mendeteksi AI content dari ChatGPT &amp; Gemini. Apakah ini bias dari AI detector? Atau AI nya yang sudah terlalu pintar seolah-olah seperti manusia https://t.co/Gjqi82Q6Cz,-1
andromeda3691,@andromeda3691,Mon Jun 17 07:52:34 +0000 2024,PROMO KHUSUS HARI RAYA wts jual chatgpt plus perplexity deepl pro quillbot grammarly duolingo adobe cc dan akun turnitin . #zonauang https://t.co/6Bgsy0qkNc,0
DedicatedFanboy,@DedicatedFanboy,Mon Jun 17 07:46:29 +0000 2024,Oh maaf kirain lagi ngomongin chat gpt ,0
tayada_praew,@tayada_praew,Mon Jun 17 07:43:55 +0000 2024,@reiwrait Ini pake apps chatgpt yang biasa dan kayanya ini udh 4.o karena ada tulisan gini. Soalnya ini aku dr td lagi pake buat perhitungan cc gitu https://t.co/QjgMEfvkxH,1
austintl,@austintl,Mon Jun 17 07:28:08 +0000 2024,@abiazfazel4 Bisaa kak,0
starlyxt,@starlyxt,Mon Jun 17 07:22:45 +0000 2024,gue cuma setuju pake chat gpt kalo AI mah,1
rennayaya,@rennayaya,Mon Jun 17 07:22:06 +0000 2024,kalau ga ada ice cream yaudah gapapa aku punya ChatGPT yang selalu nemenin,1
ksssoo0000,@ksssoo0000,Mon Jun 17 07:20:46 +0000 2024,Gemini vs Chatgpt Mikir nama kelompok buat ospek vs tugas akhir sblum uas https://t.co/plQwHFLUOc,0
areshanin,@areshanin,Mon Jun 17 07:06:44 +0000 2024,CHATGPT REVEAL???? CICIKU????,0
jmartinh_,@jmartinh_,Mon Jun 17 07:02:17 +0000 2024,Chat GPT mi mejor terapia.,1
gilangalghif,@gilangalghif,Mon Jun 17 06:59:22 +0000 2024,@giandrafeb @farisrachman_1 @lakilakiyb @LutfiAKpetal @_aditwicak bang udah ya bang. nih gw coba tanya chat gpt kaga dibuat2 sumpah. maap bang saya kurang baca. abang memang top dan keren https://t.co/mUWqbNm7Ka,0
Ievianath,@Ievianath,Mon Jun 17 06:58:40 +0000 2024,@shiyyis Kalo itu kan chatgpt kalo yang cowok K itu tipe bf apa? ,0
Ievianath,@Ievianath,Mon Jun 17 06:56:58 +0000 2024,Oh ini wujud si chatgpt itu?,0
charistaperm,@charistaperm,Mon Jun 17 06:55:38 +0000 2024,Curhat sama chatGPT seru juga yaaaa. Lebih ke menyedihkan sih akunya wkwkwkw ngok,
zeynitsu,@zeynitsu,Mon Jun 17 06:42:45 +0000 2024,Contoh lain : Orang rajin biasa kalo ngubah pekerjaan orang lain di kelompoknya ya karena alasan kerjaan rekannya hasil asal copas chatgpt plagiarism ngawur. Sedangkan toxic ambitious bakal ganti kerjaan rekannya karena ga sreg aja ga sesuai standar dia yang tinggi ntuh.,-1
mylifeainteasy,@mylifeainteasy,Mon Jun 17 06:29:01 +0000 2024,@yorokobea gue kalo iklannya muncul lgsg buka chatgpt sih,1
SeyoSoul,@SeyoSoul,Mon Jun 17 05:24:43 +0000 2024,Buat gw klo kerjaannya emang bener gapapa sih meringankan kerjaan gw juga wkwkwk. Yg penting ga asal copas Chatgpt biar cepet selsai juga bjirrr byk yg kyk gitu ,1
Novoceine,@Novoceine,Mon Jun 17 05:24:20 +0000 2024,Mau buka app Fore malah kebuka ChatGPT.,0
Faisalhusein_,@Faisalhusein_,Mon Jun 17 05:22:16 +0000 2024,@FessPonti Main di chatgpt lebih enak. Suruh dia jadi game masternya kita kasih prompt settingan game rules dan background storynya,1
yejsa,@yejsa,Mon Jun 17 05:21:46 +0000 2024,@sabargakjuga_ untung gk curhat ke chat gpt https://t.co/0LwpMN5Rol,-1
abillhaq_,@abillhaq_,Mon Jun 17 05:19:23 +0000 2024,@studrkive @jijadisini kalo ga ramean masih okelah,0
abillhaq_,@abillhaq_,Mon Jun 17 05:09:37 +0000 2024,@auricflux mo liat citsit kamu dong mel,0
ACampbell_VT,@ACampbell_VT,Mon Jun 17 04:54:49 +0000 2024,@Ryusei_Arata70 Menerawang dengan chat gpt,0
neferpitov,@neferpitov,Mon Jun 17 04:37:44 +0000 2024,@rad72l Ke chatgpt gan atau ga ke airis by ru4n99uru,1
adindagainst,@adindagainst,Mon Jun 17 04:28:09 +0000 2024,@dealitzyy JANGAN DENGERIN WOI BELIAU PIKIR KALAU KERJA DI KEDUBES TIAP NGOMONG FULL CHAT GPT DAN GOOGLE TRANSLATE KHHH,-1
HelonMasks,@HelonMasks,Mon Jun 17 04:27:12 +0000 2024,@djeduhmaks @omwambaKE Hii ni chatgpt ama ni google gemini,1
felixieluv,@felixieluv,Mon Jun 17 04:11:27 +0000 2024,aku mikir dulu njir maksud komennya apaan 2 menit baru nyadar itu mirip logo chatgpt https://t.co/lcLUTGAkDW,0
staywithwon,@staywithwon,Mon Jun 17 04:10:16 +0000 2024,@buluidunguwon Sebenernya tinggal nyari kata belakangnya aja di chatgpt/google ada kok,1
jxuyxeon,@jxuyxeon,Mon Jun 17 04:06:16 +0000 2024,@soob_intxt Sama-sama ya kamu jangan jadi nyaman chat sama chatgpt...,-1
dnpolice,@dnpolice,Mon Jun 17 03:57:15 +0000 2024,@hinagarii sehat2 oomf jgn kaget kalo dokter nnt pake chatgpt,0
EonHadean,@EonHadean,Mon Jun 17 03:48:28 +0000 2024,Knowledge is power Jika tahu berilmu dan obyektif tak perlu takut. Kemana dimana dan lawan siapapun. Data fakta dan referensi tinggal dicari dibaca dan dipahami. Paling mudah chat GPT. Itulah pentingnya kemampuan literasi agar relatif mudah memahami dan berargumentasi https://t.co/16nI6mvlHQ,1
Kamalind,@Kamalind,Mon Jun 17 03:29:23 +0000 2024,Orang gila mana yg konseling sama chat GPT #ChatGPT #TalkAI https://t.co/xhotVwC90N,-1
caliorionn,@caliorionn,Mon Jun 17 03:21:40 +0000 2024,@ksshxxt ELU NGAJARIN GA BENER CHAT GPT NGIKUT ELU JINGGGG,-1
11010lin6,@11010lin6,Mon Jun 17 02:59:36 +0000 2024,@imaeeeeeeeeee Tunggu dm ku wahai im chat gpt,1
_NextGoat_,@_NextGoat_,Mon Jun 17 02:15:01 +0000 2024,Poori tl me ye bkl chatGPT ke replies bhr diye hai Cringe af.,-1
jokitugas_gabut,@jokitugas_gabut,Mon Jun 17 02:12:23 +0000 2024,@evxilthiss kalau di aku makalah 55k All in pengerjaan dijamin Ga asal� an dan bukan dari chat gpt. Trusted!! Yukkkk kalau mau. Tapi kasih tau tentang apa dulu ya kak karena gasemua aku bisa take,-1
jokitugas_gabut,@jokitugas_gabut,Mon Jun 17 02:09:09 +0000 2024,@whatchuwonie kalau di aku 100k All in. Dan lumayan juga tuh 4.000 wkwk. pake mendeley. Pengerjaan dijamin Ga asal� an dan bukan dari chat gpt. Trusted!! Yukkkk kalau mau ,-1
jokitugas_gabut,@jokitugas_gabut,Mon Jun 17 02:05:49 +0000 2024,@loveishosh Jurnal tentang apa kak? kalau di aku 85k All in pembuatan jurnal artikel pake mendeley. Pengerjaan dijamin Ga asal� an dan bukan dari chat gpt. Trusted!! Yukkkk kalau mau Tapi kasih tau tentang apa dulu ya kak karena gasemua aku bisa take,-1
jokitugas_gabut,@jokitugas_gabut,Mon Jun 17 02:03:51 +0000 2024,@ttaeraeia Masih butuh ga? Sini kak di aku 55k All in Pengerjaan dijamin Ga asal� an dan bukan dari chat gpt. Trusted!! Yukkkk kalau mau,-1
jokitugas_gabut,@jokitugas_gabut,Mon Jun 17 02:01:53 +0000 2024,@kevnvrrse_ Hai kak Sini kak di aku Makalah / essay 55k All in Pengerjaan dijamin Ga asal� an dan bukan dari chat gpt. Trusted!! Yukkkk kalau mau. Tapi kasih tau tentang apa dulu ya makalah/essaynya. Karena Gasemua aku bisa take,-1
jokitugas_gabut,@jokitugas_gabut,Mon Jun 17 02:00:07 +0000 2024,@lawzkyy Sini kak di aku 70k All in Pengerjaan dijamin Ga asal� an dan bukan dari chat gpt. Trusted!! Yukkkk kalau mau Tapi kasih tau tentang apa dulu ya artikelnya Gasemua aku bisa take,-1
plimplom,@plimplom,Mon Jun 17 01:59:24 +0000 2024,@jokoanwar Sekarang udah punya komputer lu bikin dialog pake ChatGPT dan Google Translate bang? Serial Netflix lu keren yg kurang dialognya aja Kayak saduran teks B. Inggris. Dari kamu ke orang tua menggunakan kalian ke client. Dan percakapan ga konsisten (logat kampung vs standar),-1
jokitugas_gabut,@jokitugas_gabut,Mon Jun 17 01:59:00 +0000 2024,@setobelie Sini kak di aku 60k All in. Pengerjaan dijamin Ga asal� an dan bukan dari chat gpt. Trusted!! Yukkkk kalau mau,-1
bumble_mumble_,@bumble_mumble_,Mon Jun 17 01:41:12 +0000 2024,Kl Pak Randy batal sama aku. Proyeksi ku : Premis Utama : tidak ada lakilaki yg uang nya adl jatah nafkah istri utk aku. + tdk ada employer yg uangnya jatahku. + tdk ada buyer yg uangnya jatahku. aq punya hak warisan kata chatgpt &amp; ust @mabduhtuasikal. Tanya pas sore ramadan.,0
TIFFhs,@TIFFhs,Mon Jun 17 01:25:25 +0000 2024,@ZJINGYIjjk @HRDWNT Chat gpt bejalannn mayan ganteng ,1
arunanarow,@arunanarow,Mon Jun 17 01:22:34 +0000 2024,@adaSUPASSARAAA Gebetan mu chat gpt,0
arunanarow,@arunanarow,Mon Jun 17 01:21:31 +0000 2024,@TIFFhs @HRDWNT Cwk mu chat gpt,0
latifaskaa,@latifaskaa,Mon Jun 17 01:14:46 +0000 2024,Educate yourself. Teknologi udah banyak =&gt; Google Gemini Youtube ChatGPT Medium dll. Kolaborasi semua teknologi ini untuk membantu kita memahami sesuatu. Berusahalah untuk menemukan jawaban sendiri &amp; nikmati proses belajarnya.,1
Farabeh,@Farabeh,Mon Jun 17 00:27:10 +0000 2024,Text khutbah ni macam ChatGPT,0
agipreza,@agipreza,Mon Jun 17 00:25:02 +0000 2024,OpenAI menempatkan mantan direktur NSA sebagai Board of Directors saatnya cancel ChatGPT subscription,-1
abillhaq_,@abillhaq_,Mon Jun 17 00:24:43 +0000 2024,okeey sholat ied sudah lalu selanjutnya apa?,1
DandyIdwal,@DandyIdwal,Mon Jun 17 00:24:02 +0000 2024,@alimambo_ Kalo nu pake chatgpt versi arab. Jadi jemaahnya ga perlu paham apa yg diomongin.,-1
avocadodb,@avocadodb,Mon Jun 17 00:22:47 +0000 2024,ChatGPT minum 500ml air setiap 5 prompt,-1
FitraDokka,@FitraDokka,Mon Jun 17 00:21:21 +0000 2024,Script dialog nya kaya chat GPT jingan... https://t.co/Q6HTdk20Cw,-1
mausususapi,@mausususapi,Mon Jun 17 00:16:09 +0000 2024,@sabargakjuga_ Curhat ke chatgpt wkwk,0
gonuuk,@gonuuk,Mon Jun 17 00:07:43 +0000 2024,eh lu bikinnya pake chatgpt apa gmn,0
jaezuladi,@jaezuladi,Mon Jun 17 00:00:28 +0000 2024,@nemobanyakomong Diomelin chatgpt njir,1
HilmyFarhan_,@HilmyFarhan_,Sun Jun 16 23:51:49 +0000 2024,sparring sama ChatGPT setelah upload rangkuman sendiri https://t.co/OjVup1wSVH,1
ruuisreading,@ruuisreading,Sun Jun 16 23:50:34 +0000 2024,GAKUAT NANYA CHATGPT,-1
_flower_ny,@_flower_ny,Sun Jun 16 23:47:00 +0000 2024,entah apa expertise minah ni kerja media tk boleh buat kerja writting pun hauk pakai chatgpt,-1
ipaleeeee,@ipaleeeee,Sun Jun 16 23:07:29 +0000 2024,@yeahummus @panpanlangs @Outstandjing chat gpt di depan matematika emang begitu. Aku kuliah informatika aku ga biasa cari jawaban di chat gpt tapi iseng aja waktu itu di matkul statistik kalo ga salah. Jangankan perbandingan yg beda angkanya 0.0++ ternyata sesederhana operasi + - pun perhitungannya masih salah.,-1
_tararavi,@_tararavi,Sun Jun 16 22:35:45 +0000 2024,@napendabojong kazi ya chat gpt,1
Davvvvi_,@Davvvvi_,Sun Jun 16 22:11:21 +0000 2024,@CentralJB19 Pedi ao chat gpt https://t.co/pt92BeHShf,0
dinii_ps,@dinii_ps,Sun Jun 16 19:54:39 +0000 2024,Kalau ini dari ChatGPT https://t.co/1G7r23aFcR,0
ChatGPT228,@ChatGPT228,Sun Jun 16 19:43:10 +0000 2024,@drcuddles_ Freddy from temu,0
Wassup123p,@Wassup123p,Sun Jun 16 19:43:08 +0000 2024,@panpanlangs @Outstandjing Tapi kalo ChatGPT 4 dia bener https://t.co/hU93RmEmY5,1
TypicalSunghoon,@TypicalSunghoon,Sun Jun 16 19:39:26 +0000 2024,ngomong sama oyip kayak ngomong sama chatgpt,0
Qalandurr,@Qalandurr,Sun Jun 16 19:25:57 +0000 2024,@imBibaa Me: how to start a conversation chatgpt: tera masla ha tu khud dekh ,0
jokitugas_gabut,@jokitugas_gabut,Sun Jun 16 19:11:15 +0000 2024,@chanoret Sini kk 55k aja All in Tenang ga asal� an dan bukan dari chat gpt.,-1
LIBR4TZ,@LIBR4TZ,Sun Jun 16 18:47:05 +0000 2024,@httpslan_ ANJG ternyata minta chat gpt ,-1
tuturbanteng,@tuturbanteng,Sun Jun 16 18:36:27 +0000 2024,chatgpt ini saraninnya komunikasi wae dari kemarin udh anjing udah kontol kalo komunikasinya yang macet gmn problem solving nya ini loh kgk ada tbtb deal2 aja ngentot,-1
seamlessblend,@seamlessblend,Sun Jun 16 18:35:18 +0000 2024,Legal Industry &amp; Generative AI: https://t.co/yDQBGRQ8RM #chatgpt #lawfirm #lawfirms #attorney #legalindustry #consultant #paralegal #legalcounsel #ai #artificialintelligence #legaladvice #legalprofessionals,0
aphMoH,@aphMoH,Sun Jun 16 18:28:27 +0000 2024,Chat Gpt kaka.,0
isalisalan,@isalisalan,Sun Jun 16 18:24:01 +0000 2024,liat reviewnya kalo ga ketemu appsnya bisa liat buku longman ya guys ada kunci jawabannya kok. kalo ga ada prtner atau guru bisa pake bantuan chat gpt atau pk yanto tanjung youtube,1
Masteville,@Masteville,Sun Jun 16 18:23:48 +0000 2024,bjil siapa gila jam segini telp sama chatgpt https://t.co/4vM3HD9j9g,0
bitnaryz,@bitnaryz,Sun Jun 16 18:22:15 +0000 2024,Guekh sama nanya ke chatgpt https://t.co/9HiJnBeDzT,0
wijayasasnaa,@wijayasasnaa,Sun Jun 16 18:01:28 +0000 2024,jujur aku sedih pas tau ada seorang suami curhat sama chat gpt sedih kalo laki2 dapet penghakiman negatif kalo terlihat ngeluh sedih denger ada perempuan yg ilfeel kalo denger laki2 curhat. iya patriarki juga merugikan laki2.,0
yunyeonie,@yunyeonie,Sun Jun 16 18:01:13 +0000 2024,pernah ga sih saking bingungnya buat bales orang lu minta bantuan chatGPT,1
aaroobowy,@aaroobowy,Sun Jun 16 18:00:26 +0000 2024,Niko apa na therapist shida zangu zimemshinda mpaka tunatumia chat gpt.,1
cayenzeoon,@cayenzeoon,Sun Jun 16 17:49:50 +0000 2024,DUDEEE I JUST REALIZE THAT IT IS ENGLISH FROM TEKNOLOGI INFORMASI OMG HAHAHAHA GA FOKUSSS chatgpt sesat bgt gue nyari jurusan trus teknologi informasi sama IT dipisah bjirr,-1
bruncfh,@bruncfh,Sun Jun 16 17:42:40 +0000 2024,@kaerinayo Kenapa chat gpt wkw,0
cyberhermitt,@cyberhermitt,Sun Jun 16 17:40:15 +0000 2024,@htmluiza chatGPT gera diagramas uml de boas,1
giglinkuz,@giglinkuz,Sun Jun 16 17:38:13 +0000 2024,ChatGPT chiqganidan bergi freelanserlarga bo?lgan talab kamaydi https://t.co/qVC67Sb9SN,0
trigonumcalot,@trigonumcalot,Sun Jun 16 17:34:32 +0000 2024,@whiteecstasyy di ai tuh maksud kau di chatgpt? ,0
gelapinajah,@gelapinajah,Sun Jun 16 17:31:02 +0000 2024,@nuddytreat chatgpt cepet pasti,1
retspect,@retspect,Sun Jun 16 17:25:16 +0000 2024,@braveury Ah ngaco chat gpt.,-1
kaerinayo,@kaerinayo,Sun Jun 16 17:23:20 +0000 2024,Besok besok gue curhat sama chat gpt ajalah https://t.co/xlrfn9JrL9,1
nyampahajasih,@nyampahajasih,Sun Jun 16 17:21:50 +0000 2024,ngakak bgt anjg audy renungan aja nyontek chat gpt kntol,-1
braveury,@braveury,Sun Jun 16 17:20:35 +0000 2024,@retspect nanya chat gpt karena kepo. https://t.co/JgwITeIExf,0
dedeajat20,@dedeajat20,Sun Jun 16 17:15:05 +0000 2024,Teknologi CHAT GPT di bytbit sangat membantu pemula maupun pro tentang sebuah trade harga pasar sehingga lebih mudah untuk melihat dan menganalisis sesuatu dari pasar #AskTradeGPT #BybitTradeGPT #CryptoInsights #bytbit,1
per10dicular,@per10dicular,Sun Jun 16 17:10:23 +0000 2024,skin color analyse by ChatGpt wkwkwkwkwk katanya undertone aku netral-cenderung-hangat dan ini warna warna yg cocok di aku (katanya) https://t.co/Pf3Jzv9XTl,1
o_tobealive,@o_tobealive,Sun Jun 16 17:09:04 +0000 2024,jir barusan iseng curhat ke chatgpt kok bagus juga bs menghemat jutaan biaya psikolog taunan,1
navoiylik,@navoiylik,Sun Jun 16 17:06:21 +0000 2024,@tinch_yuribmiz Chatgpt dan so ragandim xD Anig ini bilmas ekanman,1
codemistakee,@codemistakee,Sun Jun 16 16:57:50 +0000 2024,ya Allah kuatkan imanku dari godaan chatgpt ini,-1
yourqueenru,@yourqueenru,Sun Jun 16 16:57:25 +0000 2024,Minta dijelasin temen Minta dijelasin chat gpt https://t.co/mKXM0MoNs5,-1
monerolucifer,@monerolucifer,Sun Jun 16 16:45:48 +0000 2024,@MurtadhaOne1 @KemenkesRI @BudiGSadikin menurut gw bener sih kata kemenkes bahkan dengan berkembangnya teknologi semua penyakit bisa di diagnosis lewat chatgpt aja biar makin mantep,1
Onlyoneandlone,@Onlyoneandlone,Sun Jun 16 16:33:53 +0000 2024,Info benefit chatgpt berbayar dong,0
kabur,@kabur,Sun Jun 16 16:31:28 +0000 2024,@kuromadhifa aku cek khodam pake chatgpt,0
BondOfBIBI,@BondOfBIBI,Sun Jun 16 16:26:32 +0000 2024,@BondOfCHAN Gejala awalnya apa bang? Bisa ketawa ketawa gitu sama chatgpt ,1
squareglory,@squareglory,Sun Jun 16 16:25:07 +0000 2024,@_NeverAlonely [Road rage] atau marah di jalan. Perilaku ini bisa mencakup berteriak mengklakson secara berlebihan memotong kendaraan lain secara berbahaya mengejar kendaraan lain atau bahkan kekerasan fisik. Road rage sering kali disebabkan oleh frustrasi atau stres. chatGPT,0
kalodisinibebas,@kalodisinibebas,Sun Jun 16 16:23:21 +0000 2024,butuh chat gpt prem 4o #zonajajan #zonauang,1
sungchano,@sungchano,Sun Jun 16 16:18:33 +0000 2024,@Bondieta pantes lama abis buka chatgpt dulu ya,-1
manis__tapiya,@manis__tapiya,Sun Jun 16 16:13:24 +0000 2024,Nanya chat gpt ciri-ciri daddy issue walah mana iya semua lagi https://t.co/kmrOtnkq0K,1
sofianhw,@sofianhw,Sun Jun 16 16:09:54 +0000 2024,Jadi iseng nanya chatgpt Baru tau kalo SQLite bisa juga window dan CTEs. dan menarik juga MariaDB ada ColumnStore https://t.co/ZFfH3vrZS0 https://t.co/HT5vzzjqjR,1
dwaejiga,@dwaejiga,Sun Jun 16 15:51:15 +0000 2024,*membuka chatgpt*,0
arunikalaa_,@arunikalaa_,Sun Jun 16 15:46:03 +0000 2024,@Balelbabeni Hehh ama chatgpt aja maluuu kan nggak ada mukaaa ,0
SiysAlcatraz,@SiysAlcatraz,Sun Jun 16 15:44:33 +0000 2024,kebanyakan pakek chatgpt jadinya ginian doang mikir 15 menit tololll tolol,-1
jzeongeui,@jzeongeui,Sun Jun 16 15:42:13 +0000 2024,@douhyunlee @keancu sbntr iyh aku ke chatgpt dlu,0
alixavior,@alixavior,Sun Jun 16 15:41:58 +0000 2024,@CMShehbaz @GovtofPakistan Urdu ma likh leta.. Chat GPT di jan chad devo.,0
rest_area83,@rest_area83,Sun Jun 16 15:39:28 +0000 2024,@arindaidris Chat GPT itu mah keknya,0
DouglasDuque_,@DouglasDuque_,Sun Jun 16 15:35:45 +0000 2024,@portal_volei @KTO_brasil Pedi pro ChatGpt simular https://t.co/efpznIl9kB,0
lordpercival16_,@lordpercival16_,Sun Jun 16 15:34:57 +0000 2024,@seyrawinter cuba report chatgpt makasih,0
arcticmonsieur,@arcticmonsieur,Sun Jun 16 15:34:45 +0000 2024,@doctroweird tanya ginian mah ke chatgpt aja langsung ketemu asli,1
solarpowwer,@solarpowwer,Sun Jun 16 15:30:47 +0000 2024,@nxtcaa @DraftUINJKT @5ribluu @shalpinkies mana bukti abangny manusia sp tw ini chatgpt,-1
fmlver,@fmlver,Sun Jun 16 14:40:48 +0000 2024,DAMN MAKASIH BANYAK INSPIRASINYA KEREN BGT MINTA BANTUAN CHATGPT,1
theo,@theo,2026-01-14T08:11:19.000Z,stop kuliah modal chatgpt dan drilling nilai dari matkul auto A apa gunanya ipk cumlaude hasil manipulasi sensasi padahal nyimak materi aja ga kerjaan main hp doang di kelas aduh sayang bgt lo dapet privilese akses pendidikan tapi ga lo utilisasi seoptimal mungkin,-1
? ,@? ,2026-02-10T04:42:24.000Z,dosen favorit ngerepost konten AI podcast tokoh sejarah .... best friends in college are doing that chatgpt caricature trend .... content creator yang aku follow pada kegocek konten AI .... why do we even bother using social media at this point man,1
