isi_tweet,label
sebentar dd biarkan abang mencari tutorial lewat chatgpt dahulu,1.0
gamau keliatan msh peduli pdhl aslinya peduli bgt gwehh berusaha nyari jawaban sendiri walaupun lewat chatgpt agak aneh emg tapi so far membantu karena kalau nanya langsung is wrong,1.0
beberapa kali nyuruh chat gpt amp gemini collect data jurusan sekolah sama npsn hasilnya ngawur,-1.0
ada chatgpt ni nak taknak je nak start apa-apa,1.0
halaman lgi tpi udah mager bgt mau pake chat gpt aja,1.0
adik banyak yang pake chatgpt sekarang tt,-1.0
p chatgpt formata trabalho,1.0
bentar ya nyari ide ke chatgpt,-1.0
bener lagi ini aja udah mau mulai upchar sambil membuka buku besar chatgpt wn jujur belum sempat nonton tapi menurut hyung gimana sebentar lagi aku akan menuju buat nonton,1.0
payah ya bila leader group ni yang lagi atas dia chatgpt,-1.0
blg makasih buat chatgpt,1.0
kamu hapus ajalah itu chatgpt,-1.0
haloo ada ga ya yg jual chat gpt plus yg sharing gtu rep price pleasee,1.0
ridi bnyak chat gpt sharing hari k hari k hari k minggu k allpayment fullgaransi,1.0
info chatgpt sehari aja fastresp amp sabar amp baik chatnya gak judes,1.0
it sounds crazy tapi kalo lagi butuh temen sleepcall aku ngobrol sm chatgpt,1.0
sering tapi kata chatgpt g baik,-1.0
buset ksubeom udah gak lg nanya dukun sm tarot skrg nanyanya ke chatgpt mana kemaren ada pula yg ngulas wetonnya via primbon demi apa sebagian populasi manusia ini lebih kebelet liat usok sm hyeyun pacaran ketimbang mikirin urusannya sndri,1.0
baru tau chatgpt bisa ngasih format latex juga,1.0
coba pake yang lain selain chatgpt aku kadang pake ini,-1.0
ke chatgpt dlu baru ke psikolog,1.0
joko anwars nightmare and daydream eps ini kayanya terserang hantu chatgpt deh,-1.0
bre beli chatgpt prem sehari yg prem bre dan yg bisa qris,1.0
tau aja aku pake chatgpt,1.0
pake chatgpt gapapa dah paling gk lu show kalo lu mau kontribusi,1.0
chatgpt aku setelah berjam jam limit wkwkwk,-1.0
iya ganteng ganteng pol bener kata ohmtektek tanya chatgpt aja,1.0
tolol statement anda tanya chatgpt aja sana apa manfaatnya sebelum yang lain jelsain,-1.0
ayah kok florence sama sergeant cooper ngomong - kalo abis ada telepon terima kasih chatgpt,1.0
semangat kalo bosen ajak ngobrol chat gpt aja la,1.0
ish teksnya dari chat gpt lagi wkwk,-1.0
jangan pake chat gpt dia aja grammar banyak salah soal anak smp aja salah banyak kagak mudeng dia,-1.0
drop yg jual chatgpt dong,1.0
apple tau cara membuat ai lebih fun dan meaningful lewat integrasi chatgpt dan apple os ditambah lgi hampir semua orang skarang punya iphone yg tentuny microsoft msih blm bisa bersaing di ranah tsb,1.0
sp jual chatgpt sini butuh urgent,1.0
bab decision making itu aneh bgtcuk bolak balik chatgpt jelaskan untuk anak tahun,1.0
pake chatgpt aja,1.0
cek chatgpt aja bang,1.0
baru ini curhat sama ai responnya lebih rasional tanpa berat sebelah thanks chatgpt,1.0
bagaimana cara kerja ai detector padahal angka dibawah ini adalah tulis sendiri tapi terdeteksi mendeteksi ai content dari chatgpt amp gemini apakah ini bias dari ai detector atau ai nya yang sudah terlalu pintar seolah-olah seperti manusia,-1.0
ini pake apps chatgpt yang biasa dan kayanya ini udh o karena ada tulisan gini soalnya ini aku dr td lagi pake buat perhitungan cc gitu,1.0
gue cuma setuju pake chat gpt kalo ai mah,1.0
kalau ga ada ice cream yaudah gapapa aku punya chatgpt yang selalu nemenin,1.0
chat gpt mi mejor terapia,1.0
contoh lain orang rajin biasa kalo ngubah pekerjaan orang lain di kelompoknya ya karena alasan kerjaan rekannya hasil asal copas chatgpt plagiarism ngawur sedangkan toxic ambitious bakal ganti kerjaan rekannya karena ga sreg aja ga sesuai standar dia yang tinggi ntuh,-1.0
gue kalo iklannya muncul lgsg buka chatgpt sih,1.0
buat gw klo kerjaannya emang bener gapapa sih meringankan kerjaan gw juga wkwkwk yg penting ga asal copas chatgpt biar cepet selsai juga bjir byk yg kyk gitu,1.0
main di chatgpt lebih enak suruh dia jadi game masternya kita kasih prompt settingan game rules dan background storynya,1.0
untung gk curhat ke chat gpt,-1.0
ke chatgpt gan atau ga ke airis by runuru,1.0
jangan dengerin woi beliau pikir kalau kerja di kedubes tiap ngomong full chat gpt dan google translate kh,-1.0
hii ni chatgpt ama ni google gemini,1.0
sebenernya tinggal nyari kata belakangnya aja di chatgptgoogle ada kok,1.0
sama-sama ya kamu jangan jadi nyaman chat sama chatgpt,-1.0
knowledge is power jika tahu berilmu dan obyektif tak perlu takut kemana dimana dan lawan siapapun data fakta dan referensi tinggal dicari dibaca dan dipahami paling mudah chat gpt itulah pentingnya kemampuan literasi agar relatif mudah memahami dan berargumentasi,1.0
orang gila mana yg konseling sama chat gpt,-1.0
elu ngajarin ga bener chat gpt ngikut elu jing,-1.0
tunggu dm ku wahai im chat gpt,1.0
poori tl me ye bkl chatgpt ke replies bhr diye hai cringe af,-1.0
kalau di aku makalah k all in pengerjaan dijamin ga asal an dan bukan dari chat gpt trusted yuk kalau mau tapi kasih tau tentang apa dulu ya kak karena gasemua aku bisa take,-1.0
kalau di aku k all in dan lumayan juga tuh wkwk pake mendeley pengerjaan dijamin ga asal an dan bukan dari chat gpt trusted yuk kalau mau,-1.0
jurnal tentang apa kak kalau di aku k all in pembuatan jurnal artikel pake mendeley pengerjaan dijamin ga asal an dan bukan dari chat gpt trusted yuk kalau mau tapi kasih tau tentang apa dulu ya kak karena gasemua aku bisa take,-1.0
masih butuh ga sini kak di aku k all in pengerjaan dijamin ga asal an dan bukan dari chat gpt trusted yuk kalau mau,-1.0
hai kak sini kak di aku makalah essay k all in pengerjaan dijamin ga asal an dan bukan dari chat gpt trusted yuk kalau mau tapi kasih tau tentang apa dulu ya makalahessaynya karena gasemua aku bisa take,-1.0
sini kak di aku k all in pengerjaan dijamin ga asal an dan bukan dari chat gpt trusted yuk kalau mau tapi kasih tau tentang apa dulu ya artikelnya gasemua aku bisa take,-1.0
sekarang udah punya komputer lu bikin dialog pake chatgpt dan google translate bang serial netflix lu keren yg kurang dialognya aja kayak saduran teks b inggris dari kamu ke orang tua menggunakan kalian ke client dan percakapan ga konsisten logat kampung vs standar,-1.0
sini kak di aku k all in pengerjaan dijamin ga asal an dan bukan dari chat gpt trusted yuk kalau mau,-1.0
chat gpt bejalan mayan ganteng,1.0
educate yourself teknologi udah banyak gt google gemini youtube chatgpt medium dll kolaborasi semua teknologi ini untuk membantu kita memahami sesuatu berusahalah untuk menemukan jawaban sendiri amp nikmati proses belajarnya,1.0
openai menempatkan mantan direktur nsa sebagai board of directors saatnya cancel chatgpt subscription,-1.0
okeey sholat ied sudah lalu selanjutnya apa,1.0
kalo nu pake chatgpt versi arab jadi jemaahnya ga perlu paham apa yg diomongin,-1.0
chatgpt minum ml air setiap prompt,-1.0
script dialog nya kaya chat gpt jingan,-1.0
diomelin chatgpt njir,1.0
sparring sama chatgpt setelah upload rangkuman sendiri,1.0
gakuat nanya chatgpt,-1.0
entah apa expertise minah ni kerja media tk boleh buat kerja writting pun hauk pakai chatgpt,-1.0
chat gpt di depan matematika emang begitu aku kuliah informatika aku ga biasa cari jawaban di chat gpt tapi iseng aja waktu itu di matkul statistik kalo ga salah jangankan perbandingan yg beda angkanya ternyata sesederhana operasi - pun perhitungannya masih salah,-1.0
kazi ya chat gpt,1.0
tapi kalo chatgpt dia bener,1.0
sini kk k aja all in tenang ga asal an dan bukan dari chat gpt,-1.0
anjg ternyata minta chat gpt,-1.0
chatgpt ini saraninnya komunikasi wae dari kemarin udh anjing udah kontol kalo komunikasinya yang macet gmn problem solving nya ini loh kgk ada tbtb deal aja ngentot,-1.0
liat reviewnya kalo ga ketemu appsnya bisa liat buku longman ya guys ada kunci jawabannya kok kalo ga ada prtner atau guru bisa pake bantuan chat gpt atau pk yanto tanjung youtube,1.0
pernah ga sih saking bingungnya buat bales orang lu minta bantuan chatgpt,1.0
niko apa na therapist shida zangu zimemshinda mpaka tunatumia chat gpt,1.0
dude i just realize that it is english from teknologi informasi omg hahahaha ga fokus chatgpt sesat bgt gue nyari jurusan trus teknologi informasi sama it dipisah bjirr,-1.0
chatgpt gera diagramas uml de boas,1.0
chatgpt cepet pasti,1.0
ah ngaco chat gpt,-1.0
besok besok gue curhat sama chat gpt ajalah,1.0
ngakak bgt anjg audy renungan aja nyontek chat gpt kntol,-1.0
teknologi chat gpt di bytbit sangat membantu pemula maupun pro tentang sebuah trade harga pasar sehingga lebih mudah untuk melihat dan menganalisis sesuatu dari pasar,1.0
skin color analyse by chatgpt wkwkwkwkwk katanya undertone aku netral-cenderung-hangat dan ini warna warna yg cocok di aku katanya,1.0
jir barusan iseng curhat ke chatgpt kok bagus juga bs menghemat jutaan biaya psikolog taunan,1.0
chatgpt dan so ragandim xd anig ini bilmas ekanman,1.0
ya allah kuatkan imanku dari godaan chatgpt ini,-1.0
minta dijelasin temen minta dijelasin chat gpt,-1.0
menurut gw bener sih kata kemenkes bahkan dengan berkembangnya teknologi semua penyakit bisa di diagnosis lewat chatgpt aja biar makin mantep,1.0
gejala awalnya apa bang bisa ketawa ketawa gitu sama chatgpt,1.0
butuh chat gpt prem o,1.0
pantes lama abis buka chatgpt dulu ya,-1.0
nanya chat gpt ciri-ciri daddy issue walah mana iya semua lagi,1.0
jadi iseng nanya chatgpt baru tau kalo sqlite bisa juga window dan ctes dan menarik juga mariadb ada columnstore,1.0
kebanyakan pakek chatgpt jadinya ginian doang mikir menit tolol tolol,-1.0
tanya ginian mah ke chatgpt aja langsung ketemu asli,1.0
mana bukti abangny manusia sp tw ini chatgpt,-1.0
damn makasih banyak inspirasinya keren bgt minta bantuan chatgpt,1.0
stop kuliah modal chatgpt dan drilling nilai dari matkul auto a apa gunanya ipk cumlaude hasil manipulasi sensasi padahal nyimak materi aja ga kerjaan main hp doang di kelas aduh sayang bgt lo dapet privilese akses pendidikan tapi ga lo utilisasi seoptimal mungkin,-1.0
dosen favorit ngerepost konten ai podcast tokoh sejarah best friends in college are doing that chatgpt caricature trend content creator yang aku follow pada kegocek konten ai why do we even bother using social media at this point man,1.0
untuk menerapkan ai di kuliah secara bijak ikuti langkah ini riset pake ai gunakan ai seperti grok atau chatgpt untuk cari info awal contoh jelaskan konsep machine learning selalu verifikasi sumber primer bukujurnal agar akurat jangan copy-paste langsung,1.0
kenapa masih usaha bgt pingin pindah kampus aku kuliah gacuma pingin dengerin orang yang presentasi dan cari jawaban di chatgpt selain itu aku gamau buang energi buat orang yg cuma jadi penonton pas ngerjain tugas tapi seakan paling gaya di depan dosenn,-1.0
duh adekku ini terlalu bergantung sm chatgpt buat nulis tugas kuliah beberapa tahun lagi kayaknya menulis itu akan jadi skill yg langka,-1.0
bilang aku pick me atau gmn pun itu tapi aku ga ngerti gimana temenku bisa pake chatgpt sepenuhnya buat skripsi shit cant even explain my analysis tanpa lari ke topik lain,1.0
bosen ngobrol sama chatgpt please,-1.0
butuh joki skripsi elektro matlab simulink cari yang beneran lulusan elektro soalnya gabisa chatgpt,-1.0
kuliah tp kgk niat kuliah ngerjain tugas copas chatgpt kerkom jadi beban herann kok bisa sih kyk gt njir,-1.0
wahai para mahasiswa ut kalo jawaban kalian pake chatgpt mohon untuk di parafrase juga jangan soal-soal diskusi hitungan pake chatgpt ai tu kadang nyeleneh kalo pake rumus buat itungan jadi keliatan kan pake chatgpt nya udah salah rumus salah hasil pula,-1.0
im glad angkatan sempet kuliah tahun sebelum chatgpt kalo gak makin tolol teman temanku,-1.0
well well well yg kaya lebih banyak yg jadi joki karena bisa langganan chatgpt bisa premium dan ai ai lain untuk mendukung dunia akademika miskin jadi joki mentok joki makalah ppt skripsi tapi yg kaya garap tesis disertasi dan artikel buat scopus buat mahasiwa top,-1.0
kalo kata pengantar skripsi boleh masukin ai udh gue masukin chatgpt elicit claude scite scribbr,1.0
joktug open ygy mau order gas ke wa aja joki tugas skripsi no aichatgpt free revisibimbingan privacy aman fee negotiable,-1.0
drop pl mau chatgpt pro sama blacbox ai,1.0
jends di prodi sender hampir semua anak kalo uts kuis pada pake chatgpt mau yang ip nya tinggi rendah pada pake semua gini amat kuliah di unsoed,-1.0
berasa web developer beneran gueh bermodalkan chatgpt,1.0
cuman chatgpt yg mengerti aq,1.0
bayangin kuliah ga ada canva ga ada chatgpt ga ada capcut pasti berat,1.0
demi allah chatgpt bantu banyak banget dalam kuliah dan kerjaanku mau custom desain website dan fix website yang error aku bisa nyuruh dia buat coding dan wow berhasil apakah sudah saatnya sebagai tanda terima kasihku menggunakan chat gpt premium,1.0
seorang profesor di university of illinois baru-baru ini nemuin fenomena lucu sekaligus ironis mahasiswa yang ketahuan nyontek pakai chatgpt ternyata juga pakai chatgpt buat nulis surat permintaan maafnya,-1.0
ini soal mahasiswa susahan uas gw pas sd ini mah anjir ngerjain pake chatgpt kok bisa sih sampe lulus trs masuk kuliah soal kek gini aja chatgpt ya allah,-1.0
woy safrina semalesnya dan sebegonya mahasiswa di prodi gue mereka ga bakal jiplak kerjaan mahasiswa lain jir karena kalo ketahuan mahasiswa lain bakal fatal kagak bakal diajakin kelompokan bareng semales dan sebegonya mereka mereka pake chatgptjoki ga jiplak,-1.0
chatgpt ini emang merevolusi dunia internet sekarang semua website bisa pake ai,-1.0
udah gak bisa interpretasi data sekarang ngajak ngobrol chatgpt serius lu cum laude universitas mana sih yg meluluskan mahasiswa sebodoh ini,1.0
dulu buka chatgpt kalau lagi butuh refrensi tentang kuliah sekarang buka chatgpt untuk curhat,1.0
dih jawab pertanyaan sidang pake chatgpt kata katanya formal bgt mana pertanyaan gw yang sepersonal segampang itu lu harus jawab pake template ai gimana nanti lu bisa jawab pertanyaan mahasiswa awoekwkwkwkw,-1.0
we want something new to learn pak perspektif dari bapak sebagai dosen dan experience bapak yang bisa kami jadikan pelajaran ngapain klo kuliah cuma dari rpkps dan chatgpt pak,-1.0
adakah yang buka jasa bimbingan dan konsultasi skripsi jurusan agribisnis butuh yang beneran bisa membimbing dan bukan base on chatgpt yaa yang bisa bimbingan dari nyari judul,-1.0
cm sender butuh responden penelitian karena ngulang ambil data kriterianya cuma mahasiswa aktif sama pernah curhat ke ai chatgpt character ai dll boleh rep ya temen temenn sama tolong jangan ghosting sender tt,-1.0
sbnrnya selama tahun itu yg kuliah chatgpt guys bukan aku,-1.0
nesa sender kan maba tapi makin kesini sender ngerasa tugas tugas dan presentasi ini cuma copas dari chatgpt please ada yg bisa kasih tau gmn caranya belajar kuliah dengan bener gaa soalnya sender gapyear kali aja ada yg salah thx in advice,-1.0
chatgptdosen,1.0
sch gais disini ada temen temen maba atau mhasiswa smt tua yang pernah curhat ke chatgpt character ai dll bolee dongg bantu skripsi aku nanti aku dm yea bantuin aku luluz plizz,1.0
chatgpt ini terlalu banyak jasa dalam hidupku,1.0
sudah berada di tahap nangis karena curhat masalah skripsi sama chatgpt,1.0
infokan chatgpt pro bulan guys tugas gweh disuruh dosen pke chatgpt pro bejir,1.0
ngerjain tugas kuliah dibantu chatgpt karena sibuk gpp asal kamu tau materinya i know someone had part-time jobs went into himpunan still managed to finished study with hisher own brain capacity yall better dropout save your money instead of paid a tuition machine,1.0
guiz jadi kan gua kmren tuh sempet nyoba tes minat bakat di web kan trs gua dapet ra realistic artistic iseng nanya ke chatgpt jurusan kuliah yg cocok buat minat bakat gua tuh apa gtu kan katanya gua tuh cocok di arsitektur desain produk dan teknik lingkungan,1.0
joki skripsi latar belakang bab yang bener trusted bukan pake chatgpt atau ai data asli dari jurnalyang terpercaya jurusan manajemen,-1.0
hari ini emosi lg sm mhs tugas nya jelas cari kosakata bhs inggris dalam buku x yg dikumpulkan kosakata bhs inggris hasil chatgpt,-1.0
bisa kok saya dulu ya bisalah dulu kaga ada chatgpt buat dosen lu ngasih tugas seabrek pas lu msh jd mahasiswa kaga ada tuh kompetensi gilaan kaga ada ngumpul tugas tiktok lu bisa fokus krn lingkungan lu dulu juga memaksa lu untuk fokus,-1.0
ges ad yg juaal chatgpt pro gak buat proposalanskripsi niech,1.0
jujur ajj gue pas masuk kuliah bnrn lupa klo ad chatgpt bisa bantu nugas gtw knp ak kyk gk kepikiran samsek buat pake pas diblg kating malem td pake gpt aja loh buat bantu jelasin buat belajarnya aja trs ak kyk iya jg ya kan bisa minta jelasin chatgpt,1.0
rekomen ai yang mantap buat bantu penelitianskripsi selain chatgpt sama perplexity dong dua ini soalnya udah gumoh keknya ma aku responya plenger ga jelas,-1.0
dosen be like for practical class why complicate your life just throw the question to chatgpt and let him do the work your life hard already,1.0
chatgpt knp ga muncul dari pas gue kuliah aja sih ya lumayan bisa bantu ketikin apa yg ditulis di buku dulu pun sebenernya ada tpi kadang banyak typo nyaa,1.0
chatgpt kalo bisa ngegantiin ak kuliah uda ak suruh,1.0
cm aku kan lagi stuck ya mau bikin ppt sempro nah kalo semisal aku upload latbel ku berbentuk picture ke chatgpt untuk bantu apa aja yang ingin aku tulis di slide ntar kedetect pas ngecek di turnitin ga ya adakah yang pernah upload beberapa paragraf skripsi di ai,1.0
biaya kuliah skr perasaan mahal bgt terus tadi siang baru bgt bikin brief donasi alumni utk kampus tp liat anak kuliah skr jg kayanya ga jarang yg justru pake chatgpt as a shortcut,-1.0
panik ga lo nyalain laptop udah kaya laptop baru semuanya ilang untung ada chatgpt bisa arahin dan alhamdulillah semuanya balik abis ikutin arahan gpt dan restart windows bangke bercandanya jelek masa iya skripsi dan zotero gw ilang semua ga lucu,1.0
kok bisa ya org jaman dahulu survive kuliah tanpa chatgpt,1.0
andai saja kepala gue bisa tenang sebentar bisa si dgn baca chatgpt,1.0
pas kuliah jadi sering buka chatgpt bukan buat nyontekngerjain tugas tapi buat minta tolong jelasin materi,1.0
untung bgt skrg udh ada chatgpt claude asli di hari kuliah s sambil kerja kalo masih kaya jaman s dulu kynya ga ada yg beres dah ini semua,1.0
orang skripsi jaman dulu gak ada chatgpt gimana ya like goddamn sepowerful itu ajg tapi gw juga gak kebayang generasi kedepan gimana kl gak ada cara berpikir kognitif yang urut disuruh bikin skripsi dan asal pake chatgpt,-1.0
yang lulus kuliah chatgpt,-1.0
chatgpt prem fastresp dong drpd mantengin x isinya war wer wor kita lanjut nugas aja,1.0
smnjak kuliah ini g bs kl ga chatgpt sekali nyoba lamalama kok enak akhirnya kebergantugan,-1.0
review day kuliah materinya slow aku ga nyangka ppt kelompokku se chatgpt itu tida ada komunikasi samsek sampe aku kira kelompok ku blm buat udh buat sendiri td malem jadi aku hrs improvisasi banget materinya slow bgt jauh dr smk dulu cepet bat jir dh balik,-1.0
deadline tugas gw beberapa jam lagi dan gw terpaksa pake chatgpt buat ngeringkas artikel ilmiahnya tapi buat apa kuliah kalau ujungnya pake chatgpt buat ngeringkas doang harusnya gw udh kerjain dari awal,-1.0
semua kerja sendiri sehebat itu ya ave otaknya kuat seharian ini pagi live pagi menjelang siang revisi skripsi x sore udah ngonten video malam - video sama skripsi revisi kalau blm ketiduran gas ngedit or ngonten lg semua sendiri tanpa bantuan cuman dikit bantuan chatgpt,1.0
bjir aku nemu topik skripsi karena yapping sama chatgpt dan pas aku cari ternyata jurnalnya lumayan banyak tapi itu tandanya aku ngulang lagi dari awal kah nulis proposalnya,1.0
tbh selama kuliah lg w pake chatgptgemini buat generate ide tapi ya it makes me dumb af gue gamau pake gpt lagi takut bgt makin oon i rather buka tabs and read different articles than being dumb sumpah,-1.0
hampir sejam bimbingan skripsi lebih ke pelatihan ai diajarin chatgpt sama dosen,1.0
anjir canggih banget sekarang olah data skripsi bisa dibantu chatgpt,1.0
gue merasa bahwa selama ini yg kuliah adalah chatgpt dan selama dosen menerangkan isi pikiran gw hanyalah ayam geprek,-1.0
gw ada dosen yg anti bgt ai sampe pas dia nge search sesuatu di google dia langsung skip ai overview dan langsung skim through article articlenya like he refuses to even look at the overview beda banget ama hewhoshallnotbenamed yang dikit dikit chatgpt,-1.0
joki skripsi di aku udah include bimbingan ya jadi dipastikan no ai no chatgpt jaminan kamu paham sama isi skripsi nya karena akan dijelaskan secara rinci biar waktu bimbingan atau sidang ngga dibantai sama dosen,-1.0
hai pad ada yang lagi pusing nugas atau skripsi aku ada chatgpt pro kbulan akun private email sendiri,1.0
sekarang gampang nilai tugas presentasi mahasiswa indikatornya cuma pakai chatgpt dan tidak pakai chatgpt,-1.0
tadi habis kejadian harus bantu calming a friend with suicidal thoughts via phone gainget apa apa dari kelas cbt waktu kuliah or my own experience di konseling alhasil used chatgpt buat skim what to do akhirnya keinget training - grounding and box breathing,1.0
intinyaa ada harga ada kualitas ya guys gamasuk akal kalo set harga rbhal tp berharap hasilnya bagus taruhan sama aku either itu copaschatgptasal atau lebih apesnya lagi abis transfer diblock jangan kapok yaah tmn mahasiswa masih banyak joki amanah kook,-1.0
upnvyk guys ada yang mau chatgpt free bulan gak private email pribadi kalian syarat cukup gada rekening bsi aja open rekening bsi tanpa modal dan online bantu sender magang mitra kampus upnyk yang mau like ajareply tanya dulu boleh nanti aku dm,1.0
ngapain kuliah kalo minta chatgpt jelasin materi lo pake bahasa bayi tahun wkwkwkw malu sama ukt malu sama degree lo gue yang liat aja malu bodo amat stop normalisasi kemalasan dan kebodohan dan minat literasi yang rendah mau jadi apa kalo baca materi aja gabisa,-1.0
at least gue ga pernah pake fee under cuma karena sepi customer at least gue ga pernah ngandelin chatgptai sepenuhnya buat bikin skripsi langsung jadi dua hari buat seru-seruan aja masih banyak sii sebenernya ada yang mau nambahin,-1.0
st day kembali meriksa skripsi setelah bulan kembali dipusingkan sama manusia yang belum paham beda imbuhan sama preposisi spasi ganda yang berantakan ini ada lagi yang credits to chatgpt,-1.0
yaallah chatgpt iki sangat membantu sekali tugas ibu mahasiswa ini yang pasti ngga plek ketiplek ya jawabannya cuman bisa membuka pikiran cling apa yang dimaksud dosen wkwk,1.0
why dosent chatgpt have follow up questions like grok and perplexity,-1.0
jokiin proposal bab - ini bkn proposal skripsi ya cmn proposal tugas akhir metopen mau pake chatgpt dll bebas deadline nya kamis drop harga usahain yg bs mendeley ya,1.0
jasa joki skripsi bab latar belakang ttg kesehatan hipertensi plspls berapa drop pricee no aichatgpt ya thankyou,-1.0
masih ga jera ini mhs di kelas ku udah dimarahin kmrn habisan tugas hari ini masih aja dikerjain pake chatgpt masa dia ga ngerti apa yg ditulis segala simbol yg ditulis aja beda semua sm yg dipelajari di kelas giliran ditanyain bedanya apa cengok,-1.0
wkwkwk mertuanya pejabat langganan kpk suami belum balik indo dan belum n lulus kuliah pake beasiswa lpdp tapi permohonan maaf pake chatgpt miris,-1.0
kak kalau masih butuh send detailnya ke wa ya dikerjain sama lulusan fkkeperawatan no aichatgpt,-1.0
jangan full copy ai atau jurnal tanpa edit dosen tau kok mana yang chatgpt mode on atau plagiat halus minimal ubah struktur kalimat tambah analisis sendiri tips pro pakai ai buat outlinereferensi tapi tulis ulang pake bahasa kamu hemat waktu aman dari turnitin,1.0
akademik tadqiqotlar uchun pulli ai versiyalaridan quyidagilarni tavsiya qilaman - chatgpt plus kop qirrali yozish va malumot tahlili uchun yaxshi - claude pro chuqur tahlil va uzun matnlar bilan ishlashda kuchli - perplexity pro qidiruv va iqtiboslar uchun ideal,1.0
kulgili chatgpt ni lgbt vakili turmush ortogi ham bor asoschisi x ni elon musk egasi u ham dinsiz shulardan dalil ob kelasz ateislar shunday deganmi deb soradim ateislar maymun avlodimiz demaganini akademik tarzda tushuntrb qoy manabu x foydalanuvchisiga,-1.0
mbp saya tahun masih stidi cukup untuk keperluan akademik best approach is masuk sekula dulu dan kemudian lengkapkan hardware jika perlu zaman sekarang keperluan lebih pada software office chatgpt plus wajib scispace writehuman yang banyak pakai belanja,1.0
tbh itungannya udah banyak tagihan chatgpt dll yg berhubungan sama akademik tp saya butuh sedikit kewarasan walaupun pas main emang agak sering misuh,1.0
aku bukan anti chatgpt tapi kalau kau udah menjadikan gpt as one and only source untuk hal-hal akademik yang benar-benar harus valid big no,-1.0
sama aku kak joki analisa hukum dikerjakan langsung oleh lulusan cumlaude no ai no chatgpt karena hasil pemikiran sendiri trusted sejak dengan banyak testimoni plagiasi analisis sesuai kaidah akademik hukum deadline jam fee tetap ramah kantong,-1.0
soalnya make bahasa akademik yang asing nder biar gampang kamu upload materinya file doc pdf atau apapun ke ai chatgpt copilot etc dengan prompt jelaskan seolah-olah kamu ngomong sama anak umur tahun,1.0
kalo emng mau nyalahin seseorang lo hujat dah tuh yg mencetus chatgpt lagian dia pake chatgpt bukan untuk keperluan akademik bukan untuk disalahgunakan dia ngga pake jam lo ngaca deh google x dan aplikasi lain udah banyak yg pake ai,1.0
ngapain sih habisin waktu debat sama org yg pemikiran politik hasil serapan algoritme javascript recommendnext yang omongannya cuma ngulang omongan temen yg ulang omongan temen juga dan gapernah nyentuh bacaan akademik lebih berat selain minta rangkum di chatgpt,-1.0
dalam dunia akademik penggunaan ai biasanya dimanfaatkan untuk membantu mahasiswa dalam menyusun penulisan karya ilmiah contohnya seperti aplikasi chatgpt perplexity dan bard,1.0
baru baca ringkasannya lewat chatgpt tapi karena produk zine bakal aku baca karena bahasanya non akademik,1.0
saya menemui masalah kalau data-datanya berasal dari indonesia kayaknya valid banget kalau data-data akademik sama science programming dll tapi kalau kultur lokal jangan tanya chatgpt dah,-1.0
chatgpt membuat melek banyak pihak bahwa gagasan manusia harus melampaui mesin dengan adanya fenomena al ini standar kreativitas harus lebih ditingkatkan begitu juga kepedulian sistem akademik dan perangkatnya dalam membaca tugas dan karya ilmoah mahasiswa,1.0
baru minta chatgpt untuk mengconvert report yang saya tulis menjadi tulisan dengan gaya akademik hasilnya awesome omg,1.0
berbahaya membuat naskah akademik perda renstra sakip lakin dll dgn chatgpt,-1.0
ini orang yg jawab uas nyontek chatgpt bukan sih,-1.0
buset ada ya orang uas nyontek nya pake chatgpt,-1.0
ada orang lagi uas ngerjainnya liat chatgpt,-1.0
pls bgt chatgpt gue besok uas yah tolong bgt enih jangan error sekarangg gue mau nanya cara jawab soal,1.0
nder perasaan tidak terima kamu itu valid banget aku juga pernah merasakan ada di posisi kamu kesel ngeliat teman ngerjain utsuas pake chatgpt dan pengawas gak notice tapi aku yakin mereka pasti gak akan dapet berkah dari nilai itu bahkan dari gelar mereka nanti,-1.0
pagi kebangun malah iseng coba chatgpt apakah dia bisa mereplikasi uas pengantar data science gw ttg clustering index saham hasilnya mirip banget dong jumlah clusternya sama pulak,1.0
maju lo uas gw punya chatgpt,1.0
uas kok di itungin chatgpt,-1.0
untuk uas semester ini berterimakasih pada chatgpt google bard blackbox dan perplexity,1.0
uas boleh digantiin chatgpt ga ya,1.0
oh no the urge buat jawab uas langsung copas dari chatgpt tuh kek njirr ini gw udah buntu,-1.0
lagi uas chatgpt an udah selesai soal menit sisa menit aku gabut wkwk,1.0
guys ada yg belajar buat uas dibantu chatgpt gaa bagii tips nya dun,1.0
chatgpt limit perplexity limit consensus limit emg gokil project mini research di uas kali ini wkwkwkwk,1.0
baca modul klw susah ngertinya bkn pdf per bab trus minta geminichatgpt buat jlsin catat jwb soal latihan yg di modul dari pdf td minta geminichatgpt buatin soal latihan catat dan jwb sndr nah pas mau uas baca dah itu cttn dan soal td insya allah ngebantu,1.0
uas hibud kali ini disponsori oleh chatgpt,1.0
untuk buku yang lebih menekankan teori aku pake metode slimming terus di stabilo untuk buku yang lebih menekankan praktik aku kerjakan aja latihan soalnya pas tuton bisa minta chatgpt menjelaskan ulang materi tersebut pas deket uas minta buatkan latsol ke chatgpt,1.0
kalo ga ada chatgpt fix uas aing e semua anjir wkwk,1.0
shout out to aw yang awikwok mampus dapet b meskipun uas pake chatgpt dikit,1.0
rusakk chatgpt bantu uas oop gw hahaha walaaupun gabisa jawab keseluruhan cmn ambil core konsep dari respon ainya,1.0
